Concurso,Dia,Mes,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Bola16,Bola17,Bola18,Bola19,Bola20
287,01,02,03,3,6,15,16,22,31,43,50,51,58,64,70,73,74,77,78,82,92,93,96
288,05,02,03,1,8,15,20,29,34,40,41,44,52,53,54,57,67,70,84,87,91,94,95
289,08,02,03,3,5,6,15,16,18,25,26,27,33,39,43,49,61,64,65,70,72,74,99
290,12,02,03,3,4,17,18,20,22,24,25,30,34,41,50,55,62,65,76,81,85,86,99
291,15,02,03,3,8,12,24,25,30,36,37,42,44,47,49,50,52,54,59,70,82,85,91
292,19,02,03,7,9,12,18,22,23,28,37,49,50,55,58,67,71,73,76,83,94,95,96
293,22,02,03,6,8,18,19,23,27,28,29,45,46,54,63,72,76,77,78,80,89,93,96
294,26,02,03,1,7,8,11,24,26,32,38,39,43,46,51,54,63,66,70,80,90,92,95
295,01,03,03,12,18,23,25,26,27,34,35,36,37,61,63,65,73,78,79,82,86,95,96
296,08,03,03,12,14,15,17,21,32,34,37,42,44,48,55,56,74,78,82,90,93,95,97
297,12,03,03,8,12,13,24,27,30,31,34,37,38,39,46,47,59,63,66,67,71,85,88
298,15,03,03,3,14,16,17,18,30,41,46,47,52,59,61,62,68,69,75,79,84,96,99
299,19,03,03,7,8,12,13,24,26,27,48,49,54,57,58,59,62,66,71,81,88,90,97
300,22,03,03,5,6,12,13,19,20,21,24,30,54,55,59,72,76,77,82,84,91,95,97
301,26,03,03,10,14,25,41,45,48,55,61,64,65,70,72,73,82,85,88,94,96,97,98
302,29,03,03,0,2,3,5,17,19,22,31,33,38,41,49,56,58,71,84,87,90,92,96
303,02,04,03,0,4,7,15,21,27,38,39,54,55,58,71,74,75,85,88,90,91,94,95
304,05,04,03,0,1,11,15,19,20,24,27,34,41,47,62,63,66,68,71,75,85,91,94
305,09,04,03,1,2,3,10,24,27,32,52,53,62,70,72,78,79,80,87,91,94,97,98
306,12,04,03,4,19,24,28,34,35,37,46,47,49,58,59,71,81,86,88,89,93,97,98
307,16,04,03,9,14,15,30,47,52,57,60,64,66,68,73,74,76,78,79,81,88,91,97
308,19,04,03,2,8,12,15,19,20,42,44,55,56,65,67,73,75,76,79,85,88,94,99
309,23,04,03,6,7,9,14,24,31,37,42,43,52,54,60,64,65,74,82,84,85,90,95
310,26,04,03,0,7,15,24,37,39,42,46,56,61,62,64,65,68,72,76,78,79,80,86
311,30,04,03,5,13,19,25,31,32,36,41,48,52,55,70,72,73,76,79,83,88,89,96
312,03,05,03,11,14,21,29,36,43,45,51,53,56,57,62,64,67,68,70,81,90,91,97
313,07,05,03,3,9,11,20,23,25,26,27,38,43,45,56,60,68,72,73,80,89,91,92
314,10,05,03,2,3,8,12,16,18,22,28,29,43,48,53,63,68,75,76,91,93,96,97
315,14,05,03,2,8,11,17,18,22,32,35,39,40,45,46,53,55,62,65,68,76,91,99
316,17,05,03,1,17,20,22,23,25,27,28,49,51,58,64,67,68,71,74,76,84,92,95
317,21,05,03,3,14,19,22,35,43,52,54,56,57,67,71,79,83,84,87,90,91,96,99
318,24,05,03,0,3,11,16,20,22,23,24,25,33,37,39,43,47,69,72,84,86,87,93
319,28,05,03,0,1,2,10,21,23,31,34,36,50,52,59,66,70,71,72,78,85,90,94
320,31,05,03,1,12,19,23,25,29,34,35,36,42,44,45,48,56,60,63,66,69,85,94
321,04,06,03,1,4,13,15,21,30,32,37,43,50,57,59,60,62,76,79,82,92,93,94
322,07,06,03,0,3,5,12,34,40,41,48,49,54,60,61,62,65,67,74,78,86,93,96
323,11,06,03,6,13,16,30,41,48,55,56,60,61,64,65,66,73,75,81,88,89,94,97
324,14,06,03,2,6,10,14,16,18,20,23,24,32,39,42,44,46,51,66,70,78,85,99
325,18,06,03,1,7,10,32,36,39,40,43,46,58,59,61,69,74,78,80,83,86,95,99
326,21,06,03,10,12,13,14,25,29,36,41,45,50,51,54,57,63,66,76,80,83,84,96
327,25,06,03,0,9,13,14,16,22,32,33,38,39,43,49,51,76,79,82,89,90,93,95
328,28,06,03,0,3,11,27,30,31,33,45,53,54,55,64,65,74,81,89,90,91,94,96
329,02,07,03,2,9,10,16,24,26,27,29,32,33,35,42,48,61,65,75,82,86,95,98
330,05,07,03,1,2,3,8,14,23,29,33,34,38,43,44,49,52,55,62,65,71,74,94
331,09,07,03,1,2,10,12,14,18,40,45,46,47,50,53,59,75,77,79,82,85,92,95
332,12,07,03,6,16,18,25,26,27,29,30,39,42,44,48,50,58,62,82,89,94,97,98
333,16,07,03,4,17,21,32,36,46,47,54,57,58,60,61,67,70,81,83,94,95,97,98
334,19,07,03,2,10,12,16,20,31,40,43,47,48,50,51,54,61,63,67,75,86,91,98
335,23,07,03,19,22,23,30,34,35,37,44,49,51,54,55,68,72,76,78,83,85,90,92
336,26,07,03,4,7,17,19,47,49,50,51,54,55,57,58,73,75,81,82,86,88,89,96
337,30,07,03,3,11,12,13,15,22,24,32,34,39,42,43,51,52,64,65,77,80,92,93
338,02,08,03,4,6,8,18,26,27,43,44,45,54,56,57,62,69,70,73,74,89,93,97
339,06,08,03,0,4,7,9,15,19,22,27,35,37,46,59,63,64,68,75,77,78,87,99
340,09,08,03,2,4,6,7,12,20,40,41,42,55,64,68,70,74,76,82,90,94,97,99
341,13,08,03,1,4,12,15,22,25,26,33,36,41,48,52,63,71,73,79,80,85,92,95
342,16,08,03,12,18,19,21,22,36,40,43,46,49,50,51,61,62,63,64,72,75,78,79
343,20,08,03,3,9,16,18,35,39,41,43,44,45,46,47,51,53,56,71,77,84,92,94
344,23,08,03,10,13,18,23,33,38,47,54,55,58,59,63,64,67,71,89,91,94,98,99
345,27,08,03,1,2,6,19,25,28,39,43,44,45,51,56,59,70,78,85,86,92,93,95
346,30,08,03,2,4,6,11,17,21,31,35,38,44,48,49,52,54,67,69,78,86,93,94
347,03,09,03,3,5,6,9,10,13,15,23,25,33,42,45,46,62,75,79,82,83,84,96
348,06,09,03,4,11,22,29,30,31,33,34,46,53,61,82,83,87,90,93,94,96,98,99
349,10,09,03,4,9,13,16,21,25,27,28,33,46,49,51,65,67,80,81,82,85,96,99
350,13,09,03,11,24,25,28,31,40,42,47,48,51,52,54,56,65,67,70,75,81,86,92
351,17,09,03,1,9,11,13,15,25,30,32,41,43,50,52,56,65,72,75,76,80,83,84
352,20,09,03,0,16,20,30,39,43,48,54,56,66,70,75,79,81,82,83,88,91,92,96
353,24,09,03,4,9,13,15,18,21,22,27,33,39,40,43,55,60,61,63,65,66,74,99
354,27,09,03,0,4,13,14,19,23,24,27,29,33,40,53,55,72,76,77,81,86,90,91
355,01,10,03,6,7,15,18,19,24,28,39,40,45,52,53,56,72,84,88,89,92,98,99
356,04,10,03,1,2,7,14,15,22,25,29,38,40,41,45,55,62,66,78,82,85,92,98
357,08,10,03,11,22,28,29,31,33,34,35,36,40,50,58,68,71,72,79,80,85,88,95
358,11,10,03,0,10,12,24,34,39,46,49,54,61,62,65,68,70,71,77,78,83,91,95
359,15,10,03,1,4,9,13,16,17,20,22,26,28,33,49,50,57,68,77,82,93,97,99
360,18,10,03,2,4,6,23,41,46,50,51,55,57,59,64,67,76,80,81,88,93,96,98
361,22,10,03,5,15,29,33,38,40,42,43,48,57,58,64,67,68,69,70,81,83,88,97
362,25,10,03,1,3,9,11,18,20,24,26,31,32,33,35,41,48,50,62,66,86,93,98
363,29,10,03,0,4,5,11,18,26,28,33,40,49,53,54,70,79,80,82,83,89,92,99
364,01,11,03,1,10,22,23,27,28,32,38,44,45,46,51,70,77,86,88,90,93,94,95
365,05,11,03,5,6,8,10,11,17,18,26,28,29,31,35,38,50,63,69,77,80,93,97
366,08,11,03,4,9,11,16,21,22,24,29,42,44,49,51,55,65,67,69,71,75,82,93
367,12,11,03,4,16,17,22,35,38,40,42,43,54,56,61,62,64,67,70,82,87,89,96
368,15,11,03,3,9,12,14,17,21,23,28,37,45,46,49,52,56,63,73,79,81,89,91
369,19,11,03,3,5,6,9,15,17,19,29,30,53,56,62,64,66,68,69,72,73,84,95
370,22,11,03,5,12,13,15,18,19,24,27,28,43,50,52,54,57,58,68,72,80,83,93
371,26,11,03,2,7,8,15,23,37,41,45,48,50,52,53,58,59,62,66,67,78,87,90
372,29,11,03,22,31,40,42,44,48,58,61,62,65,68,71,74,77,78,81,83,84,95,96
373,03,12,03,0,1,3,13,25,29,30,36,38,48,50,53,54,61,71,77,78,85,87,89
374,06,12,03,4,8,16,19,27,30,35,42,43,46,51,54,56,57,58,59,74,78,79,83
375,10,12,03,0,2,3,14,22,24,26,32,44,56,60,64,68,74,75,78,86,91,95,97
376,13,12,03,6,13,14,16,17,19,24,25,36,54,62,65,66,73,77,84,86,92,95,98
377,17,12,03,5,6,10,14,16,17,24,32,35,42,48,58,68,71,77,83,85,91,96,98
378,20,12,03,12,14,17,19,21,22,27,35,38,52,63,71,73,75,77,81,85,91,92,94
379,27,12,03,5,8,9,15,16,24,33,44,49,50,55,63,69,73,77,86,87,90,94,97
380,03,01,04,3,7,13,14,16,20,23,25,30,31,35,44,51,59,65,78,81,85,92,93
381,07,01,04,2,3,4,8,14,16,40,45,49,62,66,70,72,76,77,84,85,96,98,99
382,10,01,04,0,5,7,10,11,15,18,20,24,25,26,32,33,35,51,61,82,83,84,89
383,14,01,04,9,12,17,18,21,33,47,48,50,61,62,68,72,78,88,89,91,93,94,96
384,17,01,04,0,4,6,10,13,21,24,31,33,41,43,44,47,53,62,65,90,91,98,99
385,21,01,04,6,8,14,16,22,25,34,39,40,43,47,48,52,53,54,62,64,77,89,92
386,24,01,04,1,5,14,34,39,41,42,43,47,49,53,56,61,69,73,76,82,86,92,96
387,28,01,04,4,10,15,19,20,24,26,34,53,56,70,72,73,78,85,87,88,91,92,95
388,31,01,04,7,13,22,27,34,37,39,43,46,47,57,67,68,70,77,79,83,89,93,94
389,04,02,04,0,11,19,24,26,28,32,34,38,39,40,41,45,63,66,68,73,75,80,91
390,07,02,04,2,8,15,16,21,22,24,25,27,33,36,47,51,56,60,71,80,87,90,91
391,11,02,04,0,1,13,19,20,29,30,32,41,45,53,58,61,63,66,69,71,73,88,91
392,14,02,04,3,7,12,19,27,31,32,36,41,44,46,59,65,68,72,73,78,82,87,94
393,18,02,04,2,3,7,15,24,25,38,43,45,46,47,57,60,75,81,87,89,90,95,97
394,21,02,04,4,11,16,30,39,41,46,47,48,57,69,71,73,74,79,82,88,94,95,97
395,28,02,04,4,7,8,14,17,24,26,30,39,42,47,54,56,60,63,65,71,80,81,89
396,03,03,04,11,13,16,19,20,22,26,28,42,43,49,52,55,58,59,60,69,86,93,96
397,06,03,04,2,15,17,19,20,27,32,34,36,37,59,63,69,70,71,72,74,80,85,88
398,10,03,04,2,5,6,8,10,14,17,21,39,43,47,55,64,71,76,81,89,93,94,99
399,13,03,04,0,1,3,4,10,18,20,29,30,49,52,57,61,63,64,73,77,88,89,96
400,17,03,04,7,8,10,12,18,20,21,39,40,41,44,50,52,61,65,67,73,78,91,99
401,20,03,04,0,19,22,25,31,36,40,43,45,46,47,48,51,56,73,75,76,87,93,97
402,24,03,04,3,6,14,20,22,27,33,37,46,53,61,63,64,68,70,72,75,79,84,95
403,27,03,04,17,25,36,37,38,40,42,48,50,55,57,62,71,72,73,79,80,82,92,93
404,31,03,04,3,4,5,7,12,19,20,24,27,30,31,35,38,43,44,77,78,81,88,90
405,03,04,04,5,7,16,22,26,33,37,38,39,43,44,58,59,61,68,70,81,83,89,92
406,07,04,04,1,7,17,22,37,38,40,43,47,49,51,61,67,80,81,84,90,93,97,99
407,10,04,04,5,6,7,10,15,24,29,34,40,44,45,72,74,75,87,89,93,94,98,99
408,14,04,04,2,4,5,17,18,20,23,26,27,28,34,40,43,66,70,74,78,85,88,93
409,17,04,04,5,11,19,21,22,31,35,40,46,55,60,61,66,67,77,80,84,92,95,97
410,21,04,04,0,3,11,17,23,31,36,55,60,62,73,76,79,84,85,88,92,93,94,96
411,24,04,04,1,14,17,18,19,22,28,32,43,46,47,51,61,70,73,87,92,93,95,98
412,28,04,04,4,5,10,14,18,22,27,34,37,45,48,49,50,56,63,68,71,81,89,99
413,01,05,04,9,11,14,18,20,23,30,34,42,44,45,46,64,71,76,77,85,86,88,96
414,05,05,04,7,8,21,25,31,49,50,53,54,56,61,64,66,73,78,81,85,92,94,99
415,08,05,04,0,6,14,16,17,18,31,43,44,49,55,62,64,69,72,79,82,90,92,98
416,12,05,04,0,13,15,17,23,24,25,34,35,40,41,47,54,57,62,63,70,80,92,95
417,15,05,04,6,15,16,19,22,40,41,46,47,50,51,55,57,61,73,82,83,90,96,97
418,19,05,04,0,1,3,12,17,23,27,28,36,38,39,41,46,49,56,62,77,82,88,98
419,22,05,04,0,2,17,18,27,31,38,39,40,48,52,58,71,76,78,80,84,89,90,93
420,26,05,04,2,4,14,21,23,24,27,32,41,54,55,58,60,68,82,84,85,88,90,91
421,29,05,04,0,3,11,12,15,18,32,33,34,45,46,51,58,67,74,83,84,95,96,99
422,02,06,04,6,11,17,22,23,25,26,37,43,45,51,64,66,68,74,82,84,85,94,99
423,05,06,04,5,12,17,28,34,54,57,67,69,73,77,79,80,82,88,91,92,94,95,97
424,09,06,04,11,19,23,25,26,28,34,35,40,46,48,58,59,69,71,72,79,83,85,98
425,12,06,04,3,12,15,27,31,35,36,37,42,44,51,64,68,70,76,78,82,85,90,98
426,16,06,04,0,2,5,9,11,15,29,42,46,53,54,62,64,74,82,83,86,93,94,96
427,19,06,04,1,10,14,38,39,40,41,44,45,47,54,55,61,64,72,78,83,89,92,93
428,23,06,04,5,11,13,18,22,25,27,29,31,45,52,53,57,63,72,81,84,86,89,99
429,26,06,04,9,23,27,28,35,41,42,50,51,55,57,74,77,78,83,85,86,88,96,98
430,30,06,04,2,5,15,20,21,22,23,28,31,34,40,43,53,55,68,72,83,88,92,93
431,03,07,04,2,5,17,20,25,26,29,47,49,51,52,54,56,58,72,73,82,88,89,96
432,07,07,04,2,6,7,12,18,19,24,26,32,42,43,45,59,60,67,71,72,73,75,86
433,10,07,04,1,9,14,17,18,22,24,27,34,40,43,44,45,48,68,74,88,89,92,95
434,14,07,04,7,11,14,20,22,28,31,35,41,55,61,68,69,70,73,75,76,80,92,94
435,17,07,04,0,3,4,10,14,25,27,30,31,34,41,43,44,45,47,51,62,66,95,99
436,21,07,04,2,7,17,20,24,27,34,44,46,50,53,63,75,78,79,81,85,92,93,98
437,24,07,04,6,26,28,30,32,36,41,43,49,53,55,59,66,68,73,75,76,78,95,97
438,28,07,04,5,14,20,27,28,30,36,37,38,40,46,47,49,54,66,67,68,71,82,89
439,31,07,04,4,5,11,13,14,20,41,43,46,47,48,68,71,72,75,76,77,78,87,98
440,04,08,04,10,14,24,35,42,43,46,52,54,70,74,76,82,83,84,86,87,91,92,96
441,07,08,04,3,5,10,19,23,24,28,38,41,48,58,64,67,71,75,76,78,79,86,96
442,11,08,04,1,9,21,24,33,34,36,39,41,42,45,46,56,63,82,85,87,92,97,99
443,14,08,04,4,6,8,14,17,29,32,37,49,51,54,55,57,61,64,67,85,92,95,97
444,18,08,04,11,14,19,22,27,29,42,47,59,60,62,65,68,80,81,83,90,93,96,98
445,21,08,04,3,7,19,22,25,26,30,31,34,35,41,43,46,55,57,59,68,73,96,99
446,25,08,04,3,6,7,13,17,20,21,24,34,41,46,53,62,63,72,79,88,91,97,98
447,28,08,04,6,12,24,27,28,34,35,39,47,48,49,55,58,60,63,64,79,92,93,97
448,01,09,04,3,6,9,10,25,31,40,41,43,44,47,48,68,69,75,76,85,91,95,98
449,04,09,04,13,14,20,24,27,31,40,45,47,54,65,66,77,78,83,88,89,93,96,98
450,08,09,04,8,11,12,13,14,18,20,22,24,31,34,37,42,47,63,75,76,82,89,98
451,11,09,04,1,11,16,17,19,25,28,29,31,35,37,41,53,58,63,74,78,79,91,94
452,15,09,04,0,11,17,23,29,34,52,56,57,60,67,68,70,78,83,91,92,93,95,98
453,18,09,04,0,5,6,11,16,20,24,31,36,43,47,52,54,56,59,68,72,74,96,99
454,22,09,04,5,8,11,12,14,21,30,34,42,47,49,62,68,73,80,82,84,89,90,96
455,25,09,04,24,26,38,42,48,49,51,52,54,60,62,63,66,74,82,85,86,87,92,99
456,29,09,04,3,6,8,9,10,17,40,43,44,49,60,63,70,75,76,80,91,95,97,99
457,02,10,04,1,3,5,6,13,14,18,19,21,22,28,30,32,43,52,61,66,67,81,94
458,06,10,04,1,4,7,8,12,14,17,21,22,27,44,46,62,71,72,83,84,87,93,97
459,09,10,04,2,18,20,22,36,39,41,42,53,59,60,62,64,69,72,74,86,89,92,98
460,13,10,04,8,10,16,21,27,34,36,39,47,48,62,63,66,67,76,77,87,92,96,99
461,16,10,04,0,1,4,6,7,9,11,13,16,25,30,32,41,43,44,56,61,81,87,96
462,20,10,04,3,6,8,19,26,30,34,41,43,44,47,58,66,69,80,82,89,91,95,99
463,23,10,04,1,7,12,15,22,29,39,41,48,54,55,65,68,72,76,79,80,84,90,91
464,27,10,04,6,8,15,21,26,39,40,41,53,54,57,59,63,65,70,73,76,81,88,92
465,30,10,04,0,8,26,39,40,43,47,49,55,59,62,65,71,77,80,94,95,96,98,99
466,03,11,04,1,5,6,11,27,29,33,34,35,37,38,39,41,46,53,62,65,87,91,99
467,06,11,04,5,9,10,11,14,31,44,46,49,57,58,62,65,72,78,86,87,90,92,99
468,10,11,04,2,8,15,17,21,32,42,43,49,59,67,71,72,73,80,84,86,88,91,97
469,13,11,04,2,3,6,7,10,11,23,25,32,38,39,45,53,61,63,68,77,83,84,85
470,17,11,04,6,9,10,11,13,17,18,23,28,38,39,42,43,45,46,51,58,68,92,97
471,20,11,04,0,5,7,11,12,15,18,20,21,23,28,31,32,35,44,66,69,86,90,95
472,24,11,04,1,4,12,21,22,24,25,35,40,45,48,60,67,68,78,86,92,96,97,98
473,27,11,04,9,11,13,14,17,27,28,31,33,46,62,68,69,71,73,79,86,92,94,97
474,01,12,04,4,5,16,18,21,24,25,39,41,44,45,48,55,57,83,85,88,92,93,98
475,04,12,04,6,9,12,16,18,20,26,29,40,42,59,63,74,75,76,82,88,89,90,97
476,08,12,04,6,8,19,20,27,32,35,38,41,45,48,52,59,61,69,72,73,76,82,98
477,11,12,04,3,5,14,20,21,25,32,43,44,46,55,56,67,68,71,72,87,95,96,97
478,15,12,04,9,19,20,21,23,25,30,45,46,48,51,62,63,64,67,71,74,84,88,89
479,18,12,04,3,6,7,14,15,20,28,36,43,47,48,50,60,63,65,72,78,80,91,96
480,22,12,04,3,4,8,16,22,23,26,28,31,32,33,34,36,40,43,51,55,61,79,82
481,29,12,04,2,12,19,20,21,22,33,39,42,45,54,56,57,74,79,83,88,92,95,99
482,05,01,05,3,4,5,8,14,17,23,26,47,57,59,62,70,71,72,75,86,87,96,97
483,08,01,05,1,4,16,17,19,22,31,43,45,50,51,57,61,62,65,66,84,91,92,97
484,12,01,05,2,15,17,27,41,42,44,49,50,56,58,64,65,71,81,85,89,90,97,99
485,15,01,05,1,7,8,14,15,16,23,24,26,28,32,40,43,48,53,64,68,74,94,99
486,19,01,05,3,4,9,14,25,28,35,38,46,52,56,58,61,63,64,71,81,91,95,97
487,22,01,05,0,4,17,20,26,28,31,34,36,39,43,47,48,50,54,57,70,82,92,94
488,26,01,05,1,10,19,25,28,31,35,48,51,52,53,60,63,69,77,81,92,94,97,98
489,29,01,05,6,7,14,23,24,27,28,40,45,47,50,53,62,64,67,77,79,86,90,92
490,02,02,05,1,2,9,12,13,16,21,31,32,43,44,48,54,62,65,67,80,82,89,94
491,05,02,05,10,11,17,19,21,23,25,27,33,48,51,53,55,58,59,61,79,81,83,92
492,12,02,05,7,8,16,22,23,35,36,39,40,52,58,63,73,77,79,83,86,87,95,96
493,16,02,05,0,10,11,12,26,30,41,45,50,54,55,62,67,71,73,75,77,78,88,98
494,19,02,05,13,19,25,27,35,41,47,50,51,54,57,61,62,63,73,74,76,79,86,91
495,23,02,05,3,18,20,27,42,44,54,67,68,70,74,78,79,84,89,92,93,95,98,99
496,26,02,05,1,8,18,25,27,33,36,37,42,47,49,57,62,64,66,68,85,88,97,99
497,02,03,05,2,5,15,20,27,31,32,51,53,55,56,59,70,74,82,90,91,93,94,99
498,05,03,05,0,6,10,15,16,21,22,26,33,34,35,54,59,61,66,72,74,81,88,92
499,09,03,05,1,3,14,30,33,39,47,51,53,61,63,66,69,70,71,72,73,84,90,93
500,12,03,05,1,9,12,13,16,27,28,33,43,45,47,54,56,59,63,68,80,81,88,99
501,16,03,05,12,15,16,18,20,28,34,41,42,44,50,55,67,68,69,74,77,80,84,97
502,19,03,05,4,5,12,22,23,26,28,29,31,33,49,51,52,54,58,62,63,82,86,91
503,23,03,05,3,5,6,29,38,47,52,54,58,62,64,70,71,72,79,82,83,88,89,91
504,26,03,05,0,7,13,16,19,23,27,34,36,37,38,40,49,58,60,64,66,70,81,97
505,30,03,05,4,7,10,11,17,20,25,27,29,30,32,37,58,59,60,62,84,95,97,98
506,02,04,05,1,7,10,14,18,23,26,27,29,32,48,57,62,67,71,72,77,85,86,91
507,06,04,05,8,13,15,20,26,27,37,41,42,47,50,52,61,63,73,74,76,80,84,96
508,09,04,05,11,18,21,25,26,28,29,36,45,52,53,59,65,68,74,78,79,90,91,98
509,13,04,05,2,4,5,6,7,8,16,20,26,38,42,44,49,56,63,71,75,78,86,94
510,16,04,05,4,6,7,8,17,29,30,34,38,41,44,47,48,52,58,61,75,81,82,87
511,20,04,05,3,6,11,13,25,26,33,38,39,42,45,50,55,57,72,74,79,87,94,99
512,23,04,05,5,6,8,12,14,18,24,26,31,36,50,56,62,67,81,83,85,87,90,93
513,27,04,05,0,1,2,16,19,28,33,38,42,44,45,48,56,58,64,70,72,83,87,93
514,30,04,05,1,4,8,10,11,15,19,25,30,33,47,48,52,65,68,73,78,84,95,96
515,04,05,05,11,23,30,39,42,43,44,54,58,65,66,67,80,89,92,93,95,97,98,99
516,07,05,05,7,8,12,13,21,26,32,33,35,44,46,49,52,55,58,86,91,94,95,99
517,11,05,05,6,7,8,9,28,34,38,39,40,45,46,54,57,65,67,71,76,81,92,93
518,14,05,05,4,10,12,16,20,21,31,33,37,49,61,64,68,69,73,80,83,91,94,99
519,18,05,05,3,4,6,9,18,27,34,40,45,46,48,49,51,65,69,73,82,86,91,98
520,21,05,05,11,14,15,18,19,22,25,34,44,45,50,52,56,63,65,83,85,90,92,93
521,25,05,05,0,6,7,10,11,12,16,18,34,35,40,42,45,46,47,57,66,76,85,92
522,28,05,05,3,5,6,8,9,13,16,17,24,26,28,41,43,47,49,55,89,92,95,96
523,01,06,05,10,11,13,17,18,19,21,38,43,49,51,58,61,63,70,75,76,78,88,94
524,04,06,05,2,4,16,19,30,33,40,44,47,50,56,61,65,73,76,81,82,89,93,97
525,08,06,05,9,23,27,34,36,37,38,39,41,45,49,56,59,73,76,79,87,90,91,94
526,11,06,05,0,8,27,31,33,36,49,57,58,64,67,68,70,73,76,84,88,93,95,97
527,15,06,05,16,18,33,36,38,42,44,47,48,64,65,67,72,73,74,75,76,81,84,87
528,18,06,05,3,8,9,17,23,27,32,34,41,45,48,52,53,55,57,78,83,89,95,99
529,22,06,05,11,13,14,18,19,21,24,30,31,40,41,45,53,56,64,72,78,84,91,92
530,25,06,05,1,8,11,12,13,18,31,33,34,35,40,51,54,57,62,71,72,87,89,96
531,29,06,05,2,5,13,14,15,16,24,25,32,37,49,50,56,62,68,74,87,88,95,97
532,02,07,05,3,5,7,14,15,16,27,28,31,40,52,59,69,71,72,81,86,89,92,96
533,06,07,05,5,6,8,18,20,21,23,25,28,30,31,35,37,40,49,63,64,67,95,99
534,09,07,05,12,23,36,38,48,51,53,60,61,63,71,72,75,76,82,87,91,95,96,98
535,13,07,05,1,4,6,13,17,22,23,27,28,31,49,51,54,56,62,65,80,90,93,98
536,16,07,05,1,6,17,19,40,45,60,62,64,70,72,76,82,87,89,90,92,93,95,97
537,20,07,05,5,17,21,24,29,31,36,38,51,53,60,61,66,72,74,76,84,88,93,98
538,23,07,05,3,4,9,16,17,18,22,28,30,35,37,41,47,48,70,76,80,81,82,94
539,27,07,05,6,20,25,26,30,31,37,38,39,42,45,51,61,67,70,72,75,79,86,95
540,30,07,05,8,11,13,17,26,30,35,38,44,54,61,63,74,77,80,81,85,86,88,90
541,03,08,05,5,9,13,15,21,25,29,47,52,57,72,73,75,79,83,87,89,90,91,92
542,06,08,05,1,6,16,21,22,39,45,47,50,51,54,56,68,77,81,86,87,91,93,99
543,10,08,05,1,2,4,8,25,37,41,50,51,52,58,59,67,71,73,81,86,92,95,96
544,13,08,05,6,12,13,16,19,22,23,30,36,41,43,49,58,61,64,68,70,71,80,92
545,17,08,05,1,5,13,15,34,38,39,40,42,45,49,50,59,61,71,75,77,85,90,91
546,20,08,05,0,7,12,18,24,34,35,37,44,45,46,47,57,58,68,83,84,85,89,94
547,24,08,05,0,7,15,17,25,26,27,32,35,37,38,40,45,48,86,90,91,92,96,97
548,27,08,05,7,14,18,20,23,24,25,26,30,32,36,40,41,49,50,59,79,82,91,93
549,31,08,05,11,14,20,30,31,40,44,46,49,50,52,54,58,63,73,74,80,87,92,93
550,03,09,05,7,8,22,26,28,44,49,55,59,60,61,69,79,81,88,89,93,95,97,99
551,10,09,05,10,11,17,19,38,39,42,44,47,48,51,52,54,55,57,61,79,84,87,94
552,14,09,05,3,15,22,25,35,41,47,48,53,54,58,62,68,71,72,73,78,92,94,98
553,19,09,05,2,5,10,12,14,29,45,53,56,62,63,69,70,71,83,90,92,93,94,97
554,21,09,05,0,2,4,11,18,20,34,37,50,55,57,68,73,77,79,84,86,92,93,94
555,24,09,05,1,4,5,11,16,21,25,28,40,41,49,61,64,65,73,82,84,86,87,94
556,28,09,05,1,8,17,19,24,25,29,31,49,50,51,59,61,64,70,75,84,86,87,90
557,01,10,05,5,9,12,16,18,21,22,23,24,27,28,35,43,47,70,75,81,85,91,95
558,05,10,05,2,5,19,34,39,44,45,48,49,50,52,57,60,61,63,64,83,87,89,97
559,08,10,05,8,10,11,12,20,23,29,32,33,34,36,43,54,62,67,73,82,90,91,97
560,15,10,05,5,12,15,23,25,37,38,41,42,50,52,61,63,71,74,81,85,88,90,94
561,19,10,05,2,13,15,16,17,21,34,37,41,44,47,48,49,54,56,65,79,80,81,94
562,22,10,05,0,11,17,19,22,24,26,33,45,46,51,54,55,58,64,65,68,74,89,92
563,26,10,05,3,4,6,7,13,16,21,27,28,30,33,35,40,41,45,59,60,66,71,85
564,29,10,05,7,11,13,14,17,21,26,29,33,39,42,44,52,58,62,63,75,85,96,97
565,05,11,05,8,17,19,25,26,32,41,44,45,51,55,56,57,59,76,79,80,83,86,97
566,09,11,05,13,19,21,24,25,32,34,35,36,39,40,46,47,61,66,79,81,84,97,98
567,12,11,05,4,7,8,13,18,28,30,31,32,35,43,54,55,59,66,76,77,83,86,89
568,16,11,05,2,11,20,21,25,30,33,36,47,50,61,76,77,78,81,82,85,93,94,95
569,19,11,05,6,12,13,15,30,32,34,35,38,47,51,61,62,64,70,74,78,81,85,87
570,23,11,05,0,5,8,9,15,22,23,24,25,26,35,37,57,59,66,68,69,77,84,96
571,26,11,05,0,3,4,6,8,9,17,21,23,31,41,42,51,53,56,65,69,74,75,85
572,30,11,05,6,13,16,32,43,47,51,52,58,60,67,72,73,79,81,83,87,90,91,95
573,03,12,05,15,21,36,37,42,43,45,47,52,53,55,60,61,62,68,70,88,89,94,98
574,07,12,05,3,4,6,9,14,16,25,30,31,32,45,48,56,64,71,73,76,85,94,96
575,10,12,05,0,7,10,13,17,19,37,41,53,54,59,61,64,70,77,80,82,84,93,98
